,callee,caller
21083,"['core.py', 7917, 8022]","['test_core.py', 3077, 3099]"
21084,"['utils.py', 82, 99]","['test_core.py', 3077, 3099]"
21085,"['core.py', 7917, 8022]","['test_core.py', 3077, 3099]"
21086,"['utils.py', 82, 99]","['test_core.py', 3077, 3099]"
21087,"['core.py', 7917, 8022]","['test_core.py', 3077, 3099]"
21088,"['utils.py', 82, 99]","['test_core.py', 3077, 3099]"
21089,"['core.py', 2697, 6297]","['test_core.py', 3077, 3099]"
21090,"['core.py', 7917, 8022]","['test_core.py', 3077, 3099]"
21091,"['utils.py', 82, 99]","['test_core.py', 3077, 3099]"
21092,"['core.py', 7917, 8022]","['test_core.py', 3077, 3099]"
21093,"['utils.py', 82, 99]","['test_core.py', 3077, 3099]"
21094,"['core.py', 7917, 8022]","['test_core.py', 3077, 3099]"
21095,"['utils.py', 82, 99]","['test_core.py', 3077, 3099]"
21096,"['core.py', 2697, 6297]","['test_core.py', 3077, 3099]"
21097,"['core.py', 7917, 8022]","['test_core.py', 3077, 3099]"
21098,"['utils.py', 82, 99]","['test_core.py', 3077, 3099]"
21099,"['core.py', 7917, 8022]","['test_core.py', 3101, 3106]"
21100,"['core.py', 2697, 6297]","['test_core.py', 3108, 3132]"
21101,"['utils.py', 82, 99]","['test_core.py', 3108, 3132]"
21102,"['utils.py', 82, 99]","['test_core.py', 3108, 3132]"
21103,"['testutils.py', 108, 144]","['test_core.py', 3108, 3132]"
21104,"['testutils.py', 108, 144]","['test_core.py', 3108, 3132]"
21105,"['testutils.py', 108, 144]","['test_core.py', 3108, 3132]"
21106,"['testutils.py', 108, 144]","['test_core.py', 3108, 3132]"
21107,"['utils.py', 82, 99]","['test_core.py', 3108, 3132]"
21108,"['utils.py', 82, 99]","['test_core.py', 3108, 3132]"
21109,"['testutils.py', 108, 144]","['test_core.py', 3108, 3132]"
21110,"['testutils.py', 108, 144]","['test_core.py', 3108, 3132]"
21111,"['testutils.py', 108, 144]","['test_core.py', 3108, 3132]"
21112,"['testutils.py', 108, 144]","['test_core.py', 3108, 3132]"
21113,"['core.py', 6625, 6638]","['test_core.py', 3134, 3150]"
21114,"['utils.py', 82, 99]","['test_core.py', 3134, 3150]"
21115,"['utils.py', 82, 99]","['test_core.py', 3134, 3150]"
21116,"['utils.py', 82, 99]","['test_core.py', 3134, 3150]"
21117,"['utils.py', 82, 99]","['test_core.py', 3134, 3150]"
21118,"['utils.py', 82, 99]","['test_core.py', 3134, 3150]"
21119,"['utils.py', 82, 99]","['test_core.py', 3134, 3150]"
21120,"['utils.py', 82, 99]","['test_core.py', 3134, 3150]"
21121,"['utils.py', 82, 99]","['test_core.py', 3134, 3150]"
21122,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21123,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21124,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21125,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21126,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21127,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21128,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21129,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21130,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21131,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21132,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21133,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21134,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21135,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21136,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21137,"['testutils.py', 108, 144]","['test_core.py', 3152, 3173]"
21138,"['core.py', 6625, 6638]","['test_core.py', 3175, 3190]"
21139,"['testutils.py', 108, 144]","['test_core.py', 3175, 3190]"
21140,"['testutils.py', 108, 144]","['test_core.py', 3175, 3190]"
21141,"['testutils.py', 108, 144]","['test_core.py', 3175, 3190]"
21142,"['core.py', 2697, 6297]","['test_core.py', 3192, 3197]"
21143,"['testutils.py', 108, 144]","['test_core.py', 3192, 3197]"
21144,"['core.py', 2697, 6297]","['test_core.py', 3199, 3228]"
21145,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21146,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21147,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21148,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21149,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21150,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21151,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21152,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21153,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21154,"['core.py', 2697, 6297]","['test_core.py', 3199, 3228]"
21155,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21156,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21157,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21158,"['testutils.py', 108, 144]","['test_core.py', 3199, 3228]"
21159,"['core.py', 6625, 6638]","['test_core.py', 3230, 3237]"
21160,"['testutils.py', 108, 144]","['test_core.py', 3230, 3237]"
21161,"['testutils.py', 108, 144]","['test_core.py', 3230, 3237]"
21162,"['core.py', 2697, 6297]","['test_core.py', 3239, 3259]"
21163,"['testutils.py', 108, 144]","['test_core.py', 3239, 3259]"
21164,"['testutils.py', 108, 144]","['test_core.py', 3239, 3259]"
21165,"['testutils.py', 108, 144]","['test_core.py', 3239, 3259]"
21166,"['testutils.py', 108, 144]","['test_core.py', 3239, 3259]"
21167,"['testutils.py', 108, 144]","['test_core.py', 3239, 3259]"
21168,"['core.py', 2697, 6297]","['test_core.py', 3239, 3259]"
21169,"['utils.py', 82, 99]","['test_core.py', 3239, 3259]"
21170,"['utils.py', 82, 99]","['test_core.py', 3239, 3259]"
21171,"['core.py', 2697, 6297]","['test_core.py', 3261, 3281]"
21172,"['testutils.py', 108, 144]","['test_core.py', 3261, 3281]"
21173,"['testutils.py', 108, 144]","['test_core.py', 3261, 3281]"
21174,"['testutils.py', 108, 144]","['test_core.py', 3261, 3281]"
21175,"['testutils.py', 108, 144]","['test_core.py', 3261, 3281]"
21176,"['testutils.py', 108, 144]","['test_core.py', 3261, 3281]"
21177,"['core.py', 2697, 6297]","['test_core.py', 3261, 3281]"
21178,"['utils.py', 82, 99]","['test_core.py', 3261, 3281]"
21179,"['utils.py', 82, 99]","['test_core.py', 3261, 3281]"
21180,"['core.py', 2697, 6297]","['test_core.py', 3283, 3303]"
21181,"['testutils.py', 108, 144]","['test_core.py', 3283, 3303]"
21182,"['testutils.py', 108, 144]","['test_core.py', 3283, 3303]"
21183,"['testutils.py', 108, 144]","['test_core.py', 3283, 3303]"
21184,"['testutils.py', 108, 144]","['test_core.py', 3283, 3303]"
21185,"['testutils.py', 108, 144]","['test_core.py', 3283, 3303]"
21186,"['core.py', 2697, 6297]","['test_core.py', 3283, 3303]"
21187,"['utils.py', 82, 99]","['test_core.py', 3283, 3303]"
21188,"['utils.py', 82, 99]","['test_core.py', 3283, 3303]"
21189,"['core.py', 1555, 1641]","['test_core.py', 3306, 3334]"
21190,"['core.py', 6625, 6638]","['test_core.py', 3306, 3334]"
21191,"['utils.py', 82, 99]","['test_core.py', 3306, 3334]"
21192,"['utils.py', 82, 99]","['test_core.py', 3306, 3334]"
21193,"['utils.py', 82, 99]","['test_core.py', 3306, 3334]"
21194,"['utils.py', 82, 99]","['test_core.py', 3306, 3334]"
21195,"['testutils.py', 108, 144]","['test_core.py', 3306, 3334]"
21196,"['core.py', 2697, 6297]","['test_core.py', 3306, 3334]"
21197,"['core.py', 8025, 8071]","['test_core.py', 3306, 3334]"
21198,"['testutils.py', 108, 144]","['test_core.py', 3306, 3334]"
21199,"['testutils.py', 108, 144]","['test_core.py', 3306, 3334]"
21200,"['core.py', 2697, 6297]","['test_core.py', 3306, 3334]"
21201,"['testutils.py', 220, 227]","['test_core.py', 3306, 3334]"
21202,"['testutils.py', 108, 144]","['test_core.py', 3306, 3334]"
21203,"['core.py', 2697, 6297]","['test_core.py', 3306, 3334]"
21204,"['core.py', 7142, 7158]","['test_core.py', 3306, 3334]"
21205,"['core.py', 8025, 8071]","['test_core.py', 3306, 3334]"
21206,"['testutils.py', 108, 144]","['test_core.py', 3306, 3334]"
21207,"['testutils.py', 108, 144]","['test_core.py', 3306, 3334]"
21208,"['core.py', 2697, 6297]","['test_core.py', 3306, 3334]"
21209,"['core.py', 7142, 7158]","['test_core.py', 3306, 3334]"
21210,"['testutils.py', 220, 227]","['test_core.py', 3306, 3334]"
21211,"['testutils.py', 108, 144]","['test_core.py', 3306, 3334]"
21212,"['core.py', 6625, 6638]","['test_core.py', 3336, 3348]"
21213,"['utils.py', 82, 99]","['test_core.py', 3336, 3348]"
21214,"['testutils.py', 108, 144]","['test_core.py', 3336, 3348]"
21215,"['utils.py', 82, 99]","['test_core.py', 3336, 3348]"
21216,"['testutils.py', 108, 144]","['test_core.py', 3336, 3348]"
21217,"['utils.py', 82, 99]","['test_core.py', 3336, 3348]"
21218,"['utils.py', 82, 99]","['test_core.py', 3336, 3348]"
21219,"['testutils.py', 108, 144]","['test_core.py', 3336, 3348]"
21220,"['core.py', 1555, 1641]","['test_core.py', 3350, 3357]"
21221,"['core.py', 6625, 6638]","['test_core.py', 3350, 3357]"
21222,"['testutils.py', 108, 144]","['test_core.py', 3350, 3357]"
21223,"['core.py', 6625, 6638]","['test_core.py', 3359, 3387]"
21224,"['core.py', 7161, 7197]","['test_core.py', 3359, 3387]"
21225,"['testutils.py', 108, 144]","['test_core.py', 3359, 3387]"
21226,"['core.py', 7161, 7197]","['test_core.py', 3359, 3387]"
21227,"['testutils.py', 108, 144]","['test_core.py', 3359, 3387]"
21228,"['testutils.py', 108, 144]","['test_core.py', 3359, 3387]"
21229,"['core.py', 6625, 6638]","['test_core.py', 3359, 3387]"
21230,"['core.py', 7161, 7197]","['test_core.py', 3359, 3387]"
21231,"['testutils.py', 108, 144]","['test_core.py', 3359, 3387]"
21232,"['testutils.py', 108, 144]","['test_core.py', 3359, 3387]"
21233,"['core.py', 7161, 7197]","['test_core.py', 3359, 3387]"
21234,"['testutils.py', 108, 144]","['test_core.py', 3359, 3387]"
21235,"['testutils.py', 108, 144]","['test_core.py', 3359, 3387]"
21236,"['core.py', 7161, 7197]","['test_core.py', 3359, 3387]"
21237,"['testutils.py', 108, 144]","['test_core.py', 3359, 3387]"
21238,"['core.py', 6625, 6638]","['test_core.py', 3389, 3409]"
21239,"['testutils.py', 108, 144]","['test_core.py', 3389, 3409]"
21240,"['core.py', 6625, 6638]","['test_core.py', 3389, 3409]"
21241,"['testutils.py', 108, 144]","['test_core.py', 3389, 3409]"
21242,"['core.py', 6625, 6638]","['test_core.py', 3389, 3409]"
21243,"['testutils.py', 108, 144]","['test_core.py', 3389, 3409]"
21244,"['testutils.py', 108, 144]","['test_core.py', 3389, 3409]"
21245,"['testutils.py', 108, 144]","['test_core.py', 3389, 3409]"
21246,"['testutils.py', 108, 144]","['test_core.py', 3389, 3409]"
21247,"['testutils.py', 108, 144]","['test_core.py', 3389, 3409]"
21248,"['testutils.py', 108, 144]","['test_core.py', 3389, 3409]"
21249,"['testutils.py', 108, 144]","['test_core.py', 3411, 3419]"
21250,"['testutils.py', 108, 144]","['test_core.py', 3411, 3419]"
21251,"['testutils.py', 108, 144]","['test_core.py', 3411, 3419]"
21252,"['testutils.py', 108, 144]","['test_core.py', 3411, 3419]"
21253,"['core.py', 6625, 6638]","['test_core.py', 3421, 3456]"
21254,"['core.py', 6981, 7004]","['test_core.py', 3421, 3456]"
21255,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21256,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21257,"['core.py', 6981, 7004]","['test_core.py', 3421, 3456]"
21258,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21259,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21260,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21261,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21262,"['core.py', 6625, 6638]","['test_core.py', 3421, 3456]"
21263,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21264,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21265,"['core.py', 6981, 7004]","['test_core.py', 3421, 3456]"
21266,"['utils.py', 82, 99]","['test_core.py', 3421, 3456]"
21267,"['core.py', 6625, 6638]","['test_core.py', 3421, 3456]"
21268,"['core.py', 6981, 7004]","['test_core.py', 3421, 3456]"
21269,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21270,"['core.py', 6625, 6638]","['test_core.py', 3421, 3456]"
21271,"['core.py', 6981, 7004]","['test_core.py', 3421, 3456]"
21272,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21273,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21274,"['core.py', 6625, 6638]","['test_core.py', 3421, 3456]"
21275,"['core.py', 6981, 7004]","['test_core.py', 3421, 3456]"
21276,"['core.py', 6625, 6638]","['test_core.py', 3421, 3456]"
21277,"['testutils.py', 108, 144]","['test_core.py', 3421, 3456]"
21278,"['core.py', 6625, 6638]","['test_core.py', 3458, 3462]"
21279,"['core.py', 6625, 6638]","['test_core.py', 3458, 3462]"
21280,"['core.py', 6966, 6978]","['test_core.py', 3458, 3462]"
21281,"['testutils.py', 108, 144]","['test_core.py', 3458, 3462]"
21282,"['core.py', 6625, 6638]","['test_core.py', 3464, 3476]"
21283,"['core.py', 6981, 7004]","['test_core.py', 3464, 3476]"
21284,"['core.py', 6966, 6978]","['test_core.py', 3464, 3476]"
21285,"['testutils.py', 108, 144]","['test_core.py', 3464, 3476]"
21286,"['testutils.py', 108, 144]","['test_core.py', 3464, 3476]"
21287,"['core.py', 2697, 6297]","['test_core.py', 3478, 3516]"
21288,"['testutils.py', 108, 144]","['test_core.py', 3478, 3516]"
21289,"['core.py', 2697, 6297]","['test_core.py', 3478, 3516]"
21290,"['testutils.py', 108, 144]","['test_core.py', 3478, 3516]"
21291,"['core.py', 2697, 6297]","['test_core.py', 3478, 3516]"
21292,"['testutils.py', 108, 144]","['test_core.py', 3478, 3516]"
21293,"['testutils.py', 108, 144]","['test_core.py', 3478, 3516]"
21294,"['core.py', 2697, 6297]","['test_core.py', 3478, 3516]"
21295,"['testutils.py', 108, 144]","['test_core.py', 3478, 3516]"
21296,"['testutils.py', 108, 144]","['test_core.py', 3478, 3516]"
21297,"['core.py', 2697, 6297]","['test_core.py', 3478, 3516]"
21298,"['testutils.py', 108, 144]","['test_core.py', 3478, 3516]"
21299,"['testutils.py', 108, 144]","['test_core.py', 3478, 3516]"
21300,"['testutils.py', 108, 144]","['test_core.py', 3478, 3516]"
21301,"['core.py', 6625, 6638]","['test_core.py', 3518, 3548]"
21302,"['core.py', 6625, 6638]","['test_core.py', 3518, 3548]"
21303,"['core.py', 6625, 6638]","['test_core.py', 3518, 3548]"
21304,"['core.py', 6981, 7004]","['test_core.py', 3518, 3548]"
21305,"['testutils.py', 108, 144]","['test_core.py', 3518, 3548]"
21306,"['testutils.py', 108, 144]","['test_core.py', 3518, 3548]"
21307,"['core.py', 6981, 7004]","['test_core.py', 3518, 3548]"
21308,"['testutils.py', 108, 144]","['test_core.py', 3518, 3548]"
21309,"['testutils.py', 108, 144]","['test_core.py', 3518, 3548]"
21310,"['core.py', 6981, 7004]","['test_core.py', 3518, 3548]"
21311,"['core.py', 6981, 7004]","['test_core.py', 3518, 3548]"
21312,"['core.py', 6625, 6638]","['test_core.py', 3550, 3553]"
21313,"['core.py', 6966, 6978]","['test_core.py', 3550, 3553]"
21314,"['testutils.py', 108, 144]","['test_core.py', 3550, 3553]"
21315,"['core.py', 2697, 6297]","['test_core.py', 3555, 3576]"
21316,"['testutils.py', 108, 144]","['test_core.py', 3555, 3576]"
21317,"['core.py', 2697, 6297]","['test_core.py', 3555, 3576]"
21318,"['testutils.py', 108, 144]","['test_core.py', 3555, 3576]"
21319,"['testutils.py', 108, 144]","['test_core.py', 3555, 3576]"
21320,"['testutils.py', 108, 144]","['test_core.py', 3555, 3576]"
21321,"['testutils.py', 108, 144]","['test_core.py', 3555, 3576]"
21322,"['core.py', 2697, 6297]","['test_core.py', 3555, 3576]"
21323,"['utils.py', 82, 99]","['test_core.py', 3555, 3576]"
21324,"['testutils.py', 108, 144]","['test_core.py', 3555, 3576]"
21325,"['testutils.py', 108, 144]","['test_core.py', 3555, 3576]"
21326,"['core.py', 6625, 6638]","['test_core.py', 3578, 3599]"
21327,"['testutils.py', 108, 144]","['test_core.py', 3578, 3599]"
21328,"['testutils.py', 108, 144]","['test_core.py', 3578, 3599]"
21329,"['core.py', 2697, 6297]","['test_core.py', 3601, 3617]"
21330,"['core.py', 2697, 6297]","['test_core.py', 3601, 3617]"
21331,"['testutils.py', 108, 144]","['test_core.py', 3601, 3617]"
21332,"['testutils.py', 108, 144]","['test_core.py', 3601, 3617]"
21333,"['core.py', 2697, 6297]","['test_core.py', 3601, 3617]"
21334,"['testutils.py', 108, 144]","['test_core.py', 3601, 3617]"
21335,"['utils.py', 82, 99]","['test_core.py', 3601, 3617]"
21336,"['utils.py', 82, 99]","['test_core.py', 3601, 3617]"
21337,"['core.py', 6625, 6638]","['test_core.py', 3601, 3617]"
21338,"['core.py', 6625, 6638]","['test_core.py', 3601, 3617]"
21339,"['testutils.py', 108, 144]","['test_core.py', 3601, 3617]"
21340,"['core.py', 6879, 6883]","['test_core.py', 3601, 3617]"
21341,"['core.py', 6625, 6638]","['test_core.py', 3601, 3617]"
21342,"['testutils.py', 108, 144]","['test_core.py', 3601, 3617]"
21343,"['core.py', 6625, 6638]","['test_core.py', 3619, 3647]"
21344,"['core.py', 6879, 6883]","['test_core.py', 3619, 3647]"
21345,"['core.py', 6625, 6638]","['test_core.py', 3619, 3647]"
21346,"['testutils.py', 108, 144]","['test_core.py', 3619, 3647]"
21347,"['core.py', 6879, 6883]","['test_core.py', 3619, 3647]"
21348,"['core.py', 6625, 6638]","['test_core.py', 3619, 3647]"
21349,"['testutils.py', 108, 144]","['test_core.py', 3619, 3647]"
21350,"['testutils.py', 108, 144]","['test_core.py', 3619, 3647]"
21351,"['core.py', 6625, 6638]","['test_core.py', 3619, 3647]"
21352,"['core.py', 6879, 6883]","['test_core.py', 3619, 3647]"
21353,"['testutils.py', 108, 144]","['test_core.py', 3619, 3647]"
21354,"['testutils.py', 108, 144]","['test_core.py', 3619, 3647]"
21355,"['core.py', 6625, 6638]","['test_core.py', 3649, 3683]"
21356,"['utils.py', 82, 99]","['test_core.py', 3649, 3683]"
21357,"['utils.py', 82, 99]","['test_core.py', 3649, 3683]"
21358,"['testutils.py', 108, 144]","['test_core.py', 3649, 3683]"
21359,"['testutils.py', 108, 144]","['test_core.py', 3649, 3683]"
21360,"['testutils.py', 108, 144]","['test_core.py', 3649, 3683]"
21361,"['testutils.py', 108, 144]","['test_core.py', 3649, 3683]"
21362,"['core.py', 6625, 6638]","['test_core.py', 3649, 3683]"
21363,"['testutils.py', 108, 144]","['test_core.py', 3649, 3683]"
21364,"['core.py', 6625, 6638]","['test_core.py', 3649, 3683]"
21365,"['testutils.py', 108, 144]","['test_core.py', 3649, 3683]"
21366,"['testutils.py', 108, 144]","['test_core.py', 3649, 3683]"
21367,"['core.py', 6625, 6638]","['test_core.py', 3685, 3697]"
21368,"['utils.py', 82, 99]","['test_core.py', 3685, 3697]"
21369,"['utils.py', 82, 99]","['test_core.py', 3685, 3697]"
21370,"['testutils.py', 108, 144]","['test_core.py', 3699, 3729]"
21371,"['testutils.py', 108, 144]","['test_core.py', 3699, 3729]"
21372,"['testutils.py', 108, 144]","['test_core.py', 3699, 3729]"
21373,"['testutils.py', 108, 144]","['test_core.py', 3699, 3729]"
21374,"['core.py', 6625, 6638]","['test_core.py', 3699, 3729]"
21375,"['testutils.py', 108, 144]","['test_core.py', 3699, 3729]"
21376,"['testutils.py', 108, 144]","['test_core.py', 3699, 3729]"
21377,"['core.py', 6625, 6638]","['test_core.py', 3699, 3729]"
21378,"['testutils.py', 93, 105]","['test_core.py', 3699, 3729]"
21379,"['testutils.py', 93, 105]","['test_core.py', 3699, 3729]"
21380,"['core.py', 6625, 6638]","['test_core.py', 3731, 3747]"
21381,"['core.py', 8133, 8194]","['test_core.py', 3731, 3747]"
21382,"['testutils.py', 108, 144]","['test_core.py', 3731, 3747]"
21383,"['testutils.py', 108, 144]","['test_core.py', 3731, 3747]"
21384,"['core.py', 6625, 6638]","['test_core.py', 3731, 3747]"
21385,"['core.py', 8133, 8194]","['test_core.py', 3731, 3747]"
21386,"['testutils.py', 108, 144]","['test_core.py', 3731, 3747]"
21387,"['testutils.py', 108, 144]","['test_core.py', 3731, 3747]"
21388,"['core.py', 6625, 6638]","['test_core.py', 3731, 3747]"
21389,"['core.py', 8133, 8194]","['test_core.py', 3731, 3747]"
21390,"['testutils.py', 108, 144]","['test_core.py', 3731, 3747]"
21391,"['testutils.py', 108, 144]","['test_core.py', 3731, 3747]"
21392,"['core.py', 2697, 6297]","['test_core.py', 3749, 3757]"
21393,"['core.py', 2697, 6297]","['test_core.py', 3749, 3757]"
21394,"['testutils.py', 108, 144]","['test_core.py', 3749, 3757]"
21395,"['testutils.py', 108, 144]","['test_core.py', 3749, 3757]"
21396,"['testutils.py', 108, 144]","['test_core.py', 3749, 3757]"
21397,"['core.py', 6625, 6638]","['test_core.py', 3759, 3763]"
21398,"['testutils.py', 108, 144]","['test_core.py', 3759, 3763]"
21399,"['testutils.py', 108, 144]","['test_core.py', 3759, 3763]"
21400,"['core.py', 6625, 6638]","['test_core.py', 3765, 3774]"
21401,"['testutils.py', 108, 144]","['test_core.py', 3765, 3774]"
21402,"['testutils.py', 108, 144]","['test_core.py', 3765, 3774]"
21403,"['testutils.py', 108, 144]","['test_core.py', 3776, 3784]"
21404,"['testutils.py', 108, 144]","['test_core.py', 3776, 3784]"
21405,"['core.py', 6625, 6638]","['test_core.py', 3789, 3819]"
21406,"['core.py', 6625, 6638]","['test_core.py', 3789, 3819]"
21407,"['core.py', 6625, 6638]","['test_core.py', 3789, 3819]"
21408,"['core.py', 6625, 6638]","['test_core.py', 3789, 3819]"
21409,"['core.py', 6625, 6638]","['test_core.py', 3789, 3819]"
21410,"['core.py', 6625, 6638]","['test_core.py', 3789, 3819]"
21411,"['testutils.py', 108, 144]","['test_core.py', 3821, 3832]"
21412,"['testutils.py', 108, 144]","['test_core.py', 3821, 3832]"
21413,"['testutils.py', 108, 144]","['test_core.py', 3821, 3832]"
21414,"['testutils.py', 108, 144]","['test_core.py', 3821, 3832]"
21415,"['core.py', 6625, 6638]","['test_core.py', 3834, 3853]"
21416,"['utils.py', 82, 99]","['test_core.py', 3834, 3853]"
21417,"['testutils.py', 108, 144]","['test_core.py', 3834, 3853]"
21418,"['utils.py', 82, 99]","['test_core.py', 3834, 3853]"
21419,"['testutils.py', 108, 144]","['test_core.py', 3855, 3867]"
21420,"['testutils.py', 108, 144]","['test_core.py', 3855, 3867]"
21421,"['testutils.py', 108, 144]","['test_core.py', 3855, 3867]"
21422,"['core.py', 2697, 6297]","['test_core.py', 3869, 3873]"
21423,"['testutils.py', 108, 144]","['test_core.py', 3869, 3873]"
21424,"['utils.py', 82, 99]","['test_core.py', 3869, 3873]"
21425,"['core.py', 2697, 6297]","['test_core.py', 3875, 3880]"
21426,"['testutils.py', 108, 144]","['test_core.py', 3875, 3880]"
21427,"['core.py', 2697, 6297]","['test_core.py', 3875, 3880]"
21428,"['testutils.py', 108, 144]","['test_core.py', 3875, 3880]"
21429,"['core.py', 2697, 6297]","['test_core.py', 3882, 3887]"
21430,"['testutils.py', 108, 144]","['test_core.py', 3882, 3887]"
21431,"['core.py', 2697, 6297]","['test_core.py', 3882, 3887]"
21432,"['testutils.py', 108, 144]","['test_core.py', 3882, 3887]"
21433,"['core.py', 2697, 6297]","['test_core.py', 3889, 3893]"
21434,"['testutils.py', 108, 144]","['test_core.py', 3889, 3893]"
21435,"['testutils.py', 108, 144]","['test_core.py', 3889, 3893]"
21436,"['core.py', 2697, 6297]","['test_core.py', 3895, 3900]"
21437,"['testutils.py', 108, 144]","['test_core.py', 3895, 3900]"
21438,"['testutils.py', 108, 144]","['test_core.py', 3895, 3900]"
21439,"['core.py', 6642, 6692]","['test_core.py', 3895, 3900]"
21440,"['utils.py', 82, 99]","['test_core.py', 3895, 3900]"
21441,"['core.py', 2697, 6297]","['test_core.py', 3902, 3917]"
21442,"['testutils.py', 176, 189]","['test_core.py', 3902, 3917]"
21443,"['testutils.py', 176, 189]","['test_core.py', 3902, 3917]"
21444,"['testutils.py', 176, 189]","['test_core.py', 3902, 3917]"
21445,"['testutils.py', 176, 189]","['test_core.py', 3902, 3917]"
21446,"['testutils.py', 176, 189]","['test_core.py', 3902, 3917]"
21447,"['testutils.py', 176, 189]","['test_core.py', 3902, 3917]"
21448,"['testutils.py', 108, 144]","['test_core.py', 3919, 3932]"
21449,"['testutils.py', 176, 189]","['test_core.py', 3919, 3932]"
21450,"['testutils.py', 108, 144]","['test_core.py', 3919, 3932]"
21451,"['core.py', 2697, 6297]","['test_core.py', 3919, 3932]"
21452,"['testutils.py', 108, 144]","['test_core.py', 3919, 3932]"
21453,"['testutils.py', 176, 189]","['test_core.py', 3934, 3956]"
21454,"['utils.py', 82, 99]","['test_core.py', 3934, 3956]"
21455,"['testutils.py', 176, 189]","['test_core.py', 3934, 3956]"
21456,"['utils.py', 82, 99]","['test_core.py', 3934, 3956]"
21457,"['testutils.py', 176, 189]","['test_core.py', 3934, 3956]"
21458,"['testutils.py', 176, 189]","['test_core.py', 3934, 3956]"
21459,"['testutils.py', 176, 189]","['test_core.py', 3934, 3956]"
21460,"['core.py', 2697, 6297]","['test_core.py', 3958, 3965]"
21461,"['core.py', 2697, 6297]","['test_core.py', 3958, 3965]"
21462,"['core.py', 2697, 6297]","['test_core.py', 3958, 3965]"
21463,"['testutils.py', 176, 189]","['test_core.py', 3958, 3965]"
21464,"['testutils.py', 176, 189]","['test_core.py', 3958, 3965]"
21465,"['core.py', 6625, 6638]","['test_core.py', 3967, 3981]"
21466,"['core.py', 6625, 6638]","['test_core.py', 3967, 3981]"
21467,"['testutils.py', 108, 144]","['test_core.py', 3967, 3981]"
21468,"['testutils.py', 108, 144]","['test_core.py', 3967, 3981]"
21469,"['testutils.py', 176, 189]","['test_core.py', 3983, 4003]"
21470,"['testutils.py', 176, 189]","['test_core.py', 3983, 4003]"
21471,"['testutils.py', 176, 189]","['test_core.py', 3983, 4003]"
21472,"['testutils.py', 176, 189]","['test_core.py', 3983, 4003]"
21473,"['testutils.py', 108, 144]","['test_core.py', 3983, 4003]"
21474,"['testutils.py', 108, 144]","['test_core.py', 3983, 4003]"
21475,"['testutils.py', 176, 189]","['test_core.py', 3983, 4003]"
21476,"['testutils.py', 176, 189]","['test_core.py', 3983, 4003]"
21477,"['testutils.py', 176, 189]","['test_core.py', 3983, 4003]"
21478,"['testutils.py', 176, 189]","['test_core.py', 3983, 4003]"
21479,"['testutils.py', 176, 189]","['test_core.py', 3983, 4003]"
21480,"['core.py', 6625, 6638]","['test_core.py', 4006, 4038]"
21481,"['core.py', 6625, 6638]","['test_core.py', 4006, 4038]"
21482,"['utils.py', 82, 99]","['test_core.py', 4006, 4038]"
21483,"['utils.py', 82, 99]","['test_core.py', 4006, 4038]"
